hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y24H5750404,2023-24,3,"Unit, Flat or Apartment",Being Purchased,Missing/Refused,3,August,Thursday,Whittlesea (C),15->19,40->44,50->54,"$1,000-$1,249 ($52,000-$64,999)",615.6646457,673.2095231,1134.106183,620.9090257,0.0,624.0508347,603.0931743,651.1306055,657.2246154,720.9989911,691.8905158,MELB - Outer,Greater Melbourne,Weekday
Y24H5750412,2023-24,7,Separate House,Being Rented,0,2,August,Friday,Whittlesea (C),5->9,20->24,45->49,"$2,000-$2,499 ($104,000-$129,999)",340.0130283,368.2977621,542.4438003,330.6800662,0.0,389.5060254,362.5453124,356.1990303,370.0106891,356.1456914,366.3127766,MELB - Outer,Greater Melbourne,Weekday
Y24H5750413,2023-24,5,Separate House,Being Purchased,2,2,August,Saturday,Whittlesea (C),5->9,25->29,45->49,"$3,000-$3,499 ($156,000-$181,999)",341.1385019,368.4541848,540.8145524,340.1170631,0.0,392.9668338,354.8867061,353.5702852,379.9632983,366.0904674,373.2679743,MELB - Outer,Greater Melbourne,Weekend
Y24H5750415,2023-24,3,Separate House,Being Purchased,1,2,July,Monday,Whittlesea (C),5->9,25->29,40->44,"$2,500-$2,999 ($130,000-$155,999)",529.7648157,564.9621217,776.139912,520.3874423,0.0,570.7742608,545.7746922,576.1198996,639.4562039,624.4659335,569.0023151,MELB - Outer,Greater Melbourne,Weekday
Y24H5750417,2023-24,6,Separate House,Being Purchased,3,3,August,Wednesday,Whittlesea (C),0->4,25->29,65->69,"$300-$399 ($15,600-$20,799)",358.5700053,396.3853085,683.6728665,363.2908322,0.0,401.8287481,375.6419714,351.1237992,361.3580813,380.6110069,398.8166191,MELB - Outer,Greater Melbourne,Weekday
Y24H5750418,2023-24,5,Separate House,Being Rented,3,4,August,Thursday,Whittlesea (C),10->14,30->34,50->54,"$3,000-$3,499 ($156,000-$181,999)",880.4454977,953.9970143,993.0144873,866.7927934,0.0,963.5198255,913.2221659,1231.816459,807.6376298,1089.211707,1154.341179,MELB - Outer,Greater Melbourne,Weekday
Y24H5750419,2023-24,3,Separate House,Fully Owned,0,2,August,Friday,Whittlesea (C),0->4,20->24,35->39,"$1,000-$1,249 ($52,000-$64,999)",612.0672743,667.3206765,919.2423911,601.1473735,0.0,651.7592478,624.6108112,664.8546627,723.2886953,722.9768292,654.3239266,MELB - Outer,Greater Melbourne,Weekday
Y24H5750420,2023-24,1,Separate House,Being Purchased,1,2,August,Saturday,Whittlesea (C),40->44,40->44,40->44,"$2,500-$2,999 ($130,000-$155,999)",561.8029802,538.179633,954.0645197,600.4118413,0.0,644.1185299,538.5365616,622.5332976,641.5460328,645.7295423,644.170513,MELB - Outer,Greater Melbourne,Weekend
Y24H5750424,2023-24,2,Separate House,Fully Owned,0,2,August,Wednesday,Whittlesea (C),50->54,55->59,60->64,"$1,000-$1,249 ($52,000-$64,999)",734.1255837,789.5289062,1036.696803,714.5451687,755.6579971,871.1780026,0.0,777.3104011,820.8977852,835.3671146,793.0672941,MELB - Outer,Greater Melbourne,Weekday
Y24H5750426,2023-24,3,Separate House,Being Purchased,1,1,August,Friday,Whittlesea (C),5->9,25->29,40->44,"$4,500-$4,999 ($234,000-$259,999)",769.1978962,927.5067636,1036.273253,768.8458206,828.8939759,770.1719638,0.0,811.4920208,844.916239,948.1281872,784.9664005,MELB - Outer,Greater Melbourne,Weekday
Y24H5750430,2023-24,5,Separate House,Being Rented,0,2,August,Tuesday,Whittlesea (C),0->4,15->19,35->39,"$1,250-$1,499 ($65,000-$77,999)",474.1582485,519.7412306,725.3660745,456.0043725,508.1457755,533.213367,0.0,503.8731929,549.9429722,496.733431,523.7788789,MELB - Outer,Greater Melbourne,Weekday
Y24H5750431,2023-24,2,Separate House,Fully Owned,0,1,August,Wednesday,Whittlesea (C),30->34,30->34,30->34,"$3,500-$3,999 ($182,000-$207,999)",645.8138096,768.1544996,818.0767389,639.714259,662.6146286,720.6185609,0.0,664.1253443,671.2574269,766.8635469,665.9879116,MELB - Outer,Greater Melbourne,Weekday
Y24H5750436,2023-24,5,Separate House,Being Rented,4,2,July,Monday,Whittlesea (C),0->4,25->29,55->59,"$300-$399 ($15,600-$20,799)",420.4181628,445.4364884,654.2845772,408.9364569,473.9541748,487.2965296,0.0,440.9413732,467.3210655,439.4546126,455.0669116,MELB - Outer,Greater Melbourne,Weekday
Y24H5750437,2023-24,2,Separate House,Being Purchased,1,1,August,Tuesday,Whittlesea (C),30->34,35->39,35->39,"$2,500-$2,999 ($130,000-$155,999)",642.4227575,760.2669338,801.6728211,614.8107099,640.8593276,709.3673294,0.0,689.6537276,702.7152501,754.4553572,675.6684441,MELB - Outer,Greater Melbourne,Weekday
Y24H5750442,2023-24,2,Separate House,Being Purchased,2,1,August,Sunday,Whittlesea (C),30->34,30->34,35->39,"$2,000-$2,499 ($104,000-$129,999)",704.1463601,805.417445,911.2630566,688.6089309,744.5523403,756.2312814,0.0,743.0268735,722.123086,838.0931624,777.3582069,MELB - Outer,Greater Melbourne,Weekend
Y24H5760202,2023-24,1,"Unit, Flat or Apartment",Fully Owned,0,1,August,Tuesday,Manningham (C),60->64,60->64,60->64,"$1,750-$1,999 ($91,000-$103,999)",278.2486628,308.1989121,287.7735488,293.3315196,237.6150329,275.5343279,252.0480674,389.3624993,295.4799147,0.0,378.2883147,MELB - Outer,Greater Melbourne,Weekday
Y24H5760203,2023-24,4,Separate House,Being Purchased,8,2,August,Wednesday,Manningham (C),0->4,20->24,40->44,"$4,500-$4,999 ($234,000-$259,999)",242.0655302,224.1723272,233.4850432,246.6845391,194.8324676,232.3648646,241.5886475,407.27046,255.3969553,0.0,361.8079336,MELB - Outer,Greater Melbourne,Weekday
Y24H5760204,2023-24,2,Separate House,Fully Owned,1,2,August,Thursday,Manningham (C),70->74,70->74,75->79,"$800-$999 ($41,600-$51,999)",254.9960289,264.1230129,257.6082682,243.3357406,214.9124441,236.6655316,267.5109164,390.5670699,255.5309757,0.0,381.152739,MELB - Outer,Greater Melbourne,Weekday
Y24H5760205,2023-24,1,Separate House,Fully Owned,0,1,August,Friday,Manningham (C),75->79,75->79,75->79,"$650-$799 ($33,800-$41,599)",285.0409746,311.9930868,307.4329007,303.878309,254.5511476,287.5350726,264.590098,393.2127217,284.0053615,0.0,377.9453193,MELB - Outer,Greater Melbourne,Weekday
Y24H5760206,2023-24,5,Separate House,Fully Owned,0,4,August,Saturday,Manningham (C),35->39,65->69,95->99,"$4,500-$4,999 ($234,000-$259,999)",626.4510382,532.2347254,579.8762088,626.4449023,1740.868653,647.4935549,555.6985879,956.1801349,606.1418462,0.0,811.1333567,MELB - Outer,Greater Melbourne,Weekend
Y24H5760207,2023-24,1,Separate House,Fully Owned,Missing/Refused,1,August,Sunday,Manningham (C),60->64,60->64,60->64,"$1,000-$1,249 ($52,000-$64,999)",304.9826315,326.5021393,327.1127532,328.5412906,276.0618769,293.7373477,276.2842365,419.4957396,303.6405825,0.0,435.2216366,MELB - Outer,Greater Melbourne,Weekend
Y24H5760209,2023-24,2,Separate House,Being Rented,0,3,August,Tuesday,Manningham (C),60->64,60->64,65->69,"$1,500-$1,749 ($78,000-$90,999)",265.9379708,278.8859056,257.8890092,248.7486305,213.3039943,251.0121869,274.5416816,408.2280112,287.5114769,0.0,398.1465344,MELB - Outer,Greater Melbourne,Weekday
Y24H5760211,2023-24,1,Separate House,Fully Owned,0,1,August,Thursday,Manningham (C),75->79,75->79,75->79,"$650-$799 ($33,800-$41,599)",266.800201,291.8843284,287.4602752,286.9484846,239.4068036,259.7861043,245.5933434,372.5177262,262.6130675,0.0,362.1421131,MELB - Outer,Greater Melbourne,Weekday
Y24H5760215,2023-24,3,Separate House,Being Purchased,1,2,August,Monday,Manningham (C),0->4,20->24,35->39,"$3,500-$3,999 ($182,000-$207,999)",196.1211265,181.0342918,192.2077706,225.7276021,192.8675693,190.3304015,198.4107273,296.1459395,196.295102,0.0,274.6556558,MELB - Outer,Greater Melbourne,Weekday
Y24H5760217,2023-24,2,Separate House,Fully Owned,0,3,August,Wednesday,Manningham (C),60->64,65->69,70->74,"$400-$499 ($20,800-$25,999)",273.4563213,282.3553921,268.8774775,240.9087385,218.6066733,318.4678858,294.0667579,393.6935381,264.8696344,0.0,411.4698421,MELB - Outer,Greater Melbourne,Weekday
Y24H5760218,2023-24,1,Separate House,Fully Owned,Missing/Refused,0,August,Thursday,Manningham (C),55->59,55->59,55->59,"$1,500-$1,749 ($78,000-$90,999)",239.4178826,240.6604007,284.5186627,288.3994175,208.3935713,220.3937976,221.4095138,384.5825799,208.4805138,0.0,318.3306835,MELB - Outer,Greater Melbourne,Weekday
Y24H5760224,2023-24,2,Separate House,Fully Owned,0,2,August,Wednesday,Manningham (C),70->74,75->79,75->79,"$1,250-$1,499 ($65,000-$77,999)",294.0759076,309.9571994,289.4825588,284.7068986,242.5995456,280.4928233,315.7701657,432.4286427,302.1047794,465.8722808,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760228,2023-24,2,Separate House,Fully Owned,2,2,August,Sunday,Manningham (C),70->74,70->74,70->74,"$2,000-$2,499 ($104,000-$129,999)",320.6380489,324.9931305,322.4572327,306.4676304,272.5989612,294.3546819,331.0348444,483.8034042,324.9972765,509.1445207,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H5760231,2023-24,3,Separate House,Being Purchased,0,3,August,Wednesday,Manningham (C),20->24,40->44,50->54,"$4,000-$4,499 ($208,000-$233,999)",250.188026,235.2471835,244.3856914,268.1528305,233.1139621,290.656069,254.8598167,358.9999236,234.08923,385.4481682,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760232,2023-24,3,Separate House,Being Purchased,3,3,August,Thursday,Manningham (C),5->9,35->39,50->54,"$3,000-$3,499 ($156,000-$181,999)",238.6344703,220.50662,239.2246099,252.1058841,227.1603615,269.7648357,237.5004658,356.6713392,217.8011033,359.6852392,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760235,2023-24,3,Separate House,Being Purchased,0,4,August,Sunday,Manningham (C),20->24,40->44,55->59,"$6,000-$7,999 ($312,000-$415,999)",272.786034,246.6589542,272.2234254,288.648301,261.9404078,305.0201917,267.1800218,401.6509731,251.8277346,421.2502674,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H5760236,2023-24,2,Separate House,Fully Owned,1,2,August,Monday,Manningham (C),60->64,60->64,60->64,"$2,000-$2,499 ($104,000-$129,999)",259.3768406,262.9165173,255.879187,245.38059,218.8465511,252.3363304,277.0097698,392.9660966,268.7482051,405.4832895,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760237,2023-24,2,Separate House,Being Purchased,2,2,August,Tuesday,Manningham (C),30->34,30->34,30->34,"$5,000-$5,999 ($260,000-$311,999)",292.5317679,306.7744961,283.6779101,273.6234936,234.6343937,276.1134056,301.9958498,449.0508123,316.2626245,458.3342622,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760238,2023-24,2,Separate House,Fully Owned,1,1,August,Wednesday,Manningham (C),75->79,75->79,75->79,"$1,250-$1,499 ($65,000-$77,999)",270.6803681,326.7148914,264.0035217,259.7226378,255.2543001,288.2748691,284.3900652,352.4302607,255.6195084,425.343959,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760240,2023-24,2,Separate House,Fully Owned,2,2,August,Friday,Manningham (C),55->59,55->59,55->59,"$4,500-$4,999 ($234,000-$259,999)",299.6727437,310.5511351,303.057467,283.4616773,251.3580621,288.1393717,317.0233056,453.4912643,303.9810036,469.449184,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5760242,2023-24,4,Separate House,Being Purchased,Missing/Refused,3,August,Sunday,Manningham (C),15->19,30->34,50->54,"$4,500-$4,999 ($234,000-$259,999)",296.9630763,259.0801749,292.2982248,271.8745054,238.7010597,335.0031688,285.3903907,501.9570784,291.4726354,467.2972454,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H5760304,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,August,Thursday,Bayside (C),75->79,75->79,75->79,,766.9569775,853.1703245,775.1890177,703.2289244,844.0953652,782.4677124,761.751832,1014.792276,915.2599415,889.4841218,0.0,MELB - Middle,Greater Melbourne,Weekday
Y24H5760307,2023-24,4,Terrace or Townhouse,Being Purchased,0,1,August,Sunday,Bayside (C),0->4,10->14,40->44,"$3,500-$3,999 ($182,000-$207,999)",1006.080492,989.4807312,1012.34633,1063.856812,1125.40279,1110.704987,994.8301679,1232.992265,1068.285145,1162.326338,0.0,MELB - Middle,Greater Melbourne,Weekend
Y24H5760310,2023-24,3,Separate House,Fully Owned,2,1,August,Wednesday,Bayside (C),0->4,15->19,35->39,,1255.79972,1334.950807,1241.748075,1222.51587,1393.291278,1379.839738,1290.755958,1745.395445,1364.081307,1527.881844,0.0,MELB - Middle,Greater Melbourne,Weekday
Y24H5760312,2023-24,2,Separate House,Fully Owned,0,1,August,Friday,Bayside (C),70->74,70->74,75->79,"$6,000-$7,999 ($312,000-$415,999)",802.3270382,799.9310413,811.4691035,743.7069463,937.2365755,892.4286824,812.2355964,1128.117887,813.6044322,1022.396567,0.0,MELB - Middle,Greater Melbourne,Weekday
Y24H5760313,2023-24,4,Terrace or Townhouse,Being Rented,0,2,August,Saturday,Bayside (C),10->14,30->34,50->54,"$3,500-$3,999 ($182,000-$207,999)",1129.894513,1075.566798,1138.848972,1266.794132,1221.914764,1147.87328,1109.585035,1527.52199,1513.651455,1207.654017,0.0,MELB - Middle,Greater Melbourne,Weekend
Y24H5760314,2023-24,4,Terrace or Townhouse,Fully Owned,0,2,August,Sunday,Bayside (C),0->4,20->24,40->44,"$3,500-$3,999 ($182,000-$207,999)",1204.954181,1125.107537,1215.401165,1331.60647,1371.601063,1162.306247,1183.629208,1641.740225,1575.911342,1274.190288,0.0,MELB - Middle,Greater Melbourne,Weekend
Y24H5760323,2023-24,2,Separate House,Fully Owned,0,2,August,Tuesday,Bayside (C),65->69,65->69,65->69,"$1,000-$1,249 ($52,000-$64,999)",469.0131604,449.2575428,455.9666285,449.2867294,533.1358811,447.4559242,460.2868149,0.0,624.3517426,547.1284946,620.392025,MELB - Middle,Greater Melbourne,Weekday
Y24H5760326,2023-24,2,Terrace or Townhouse,Being Rented,Missing/Refused,2,August,Friday,Bayside (C),45->49,45->49,45->49,"$3,500-$3,999 ($182,000-$207,999)",480.4622131,454.7882619,487.1161501,465.4409174,571.1353727,466.9446185,483.1909037,0.0,600.1059075,560.3967378,619.8295132,MELB - Middle,Greater Melbourne,Weekday
Y24H5760327,2023-24,3,"Unit, Flat or Apartment",Being Rented,2,1,August,Saturday,Bayside (C),0->4,25->29,40->44,"$2,500-$2,999 ($130,000-$155,999)",641.9679758,669.0384426,648.0368544,625.952353,697.3635369,715.0249904,634.2517506,0.0,704.7360519,791.3019169,891.3884237,MELB - Middle,Greater Melbourne,Weekend
Y24H5760328,2023-24,2,Terrace or Townhouse,Fully Owned,0,1,August,Sunday,Bayside (C),55->59,60->64,60->64,"$1,250-$1,499 ($65,000-$77,999)",429.2291868,418.5656788,431.7070359,402.0333679,508.2186637,455.8394074,424.0670631,0.0,434.9272183,554.4238097,623.9303801,MELB - Middle,Greater Melbourne,Weekend
Y24H5760329,2023-24,4,Separate House,Being Purchased,3,3,August,Monday,Bayside (C),15->19,30->34,50->54,"$1,750-$1,999 ($91,000-$103,999)",411.8522561,421.6624044,408.1313488,453.4114553,593.538931,370.1941496,418.259887,0.0,472.0885799,413.9719468,574.2042099,MELB - Middle,Greater Melbourne,Weekday
Y24H5760330,2023-24,2,Terrace or Townhouse,Fully Owned,1,3,August,Tuesday,Bayside (C),60->64,60->64,65->69,"$3,500-$3,999 ($182,000-$207,999)",396.3417315,416.2483551,385.9051021,382.133034,574.7431379,332.4913886,388.7475774,0.0,452.3610325,446.3998744,490.2704681,MELB - Middle,Greater Melbourne,Weekday
Y24H5760331,2023-24,3,Separate House,Being Purchased,1,1,August,Wednesday,Bayside (C),5->9,25->29,40->44,"$6,000-$7,999 ($312,000-$415,999)",627.8998601,667.4754034,620.8740376,611.257935,696.6456392,689.9198692,645.3779788,0.0,682.0406536,763.9409218,863.0282094,MELB - Middle,Greater Melbourne,Weekday
Y24H5760335,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,1,August,Sunday,Bayside (C),30->34,40->44,45->49,"$6,000-$7,999 ($312,000-$415,999)",429.2291868,418.5656788,431.7070359,402.0333679,508.2186637,455.8394074,424.0670631,0.0,434.9272183,554.4238097,623.9303801,MELB - Middle,Greater Melbourne,Weekend
Y24H5760336,2023-24,2,Separate House,Fully Owned,1,2,August,Monday,Bayside (C),50->54,65->69,80->84,"$3,500-$3,999 ($182,000-$207,999)",415.856208,385.0294925,411.2846509,402.9121962,497.2627713,408.9239552,422.2042943,0.0,530.5508686,484.038572,539.0058557,MELB - Middle,Greater Melbourne,Weekday
Y24H5760338,2023-24,2,Separate House,Fully Owned,0,2,August,Wednesday,Bayside (C),80->84,80->84,80->84,"$6,000-$7,999 ($312,000-$415,999)",471.4888636,453.9184695,465.296668,467.485557,551.2342859,454.552995,481.2809312,0.0,596.4019483,556.1268722,611.5034567,MELB - Middle,Greater Melbourne,Weekday
Y24H5760339,2023-24,1,Separate House,Fully Owned,0,1,August,Thursday,Bayside (C),80->84,80->84,80->84,"$1,000-$1,249 ($52,000-$64,999)",383.4784888,426.5851622,387.5945089,351.6144622,422.0476826,391.2338562,380.875916,0.0,457.6299708,444.7420609,572.8749697,MELB - Middle,Greater Melbourne,Weekday
Y24H5760341,2023-24,5,Separate House,Being Purchased,4,3,August,Saturday,Bayside (C),15->19,30->34,50->54,"$3,500-$3,999 ($182,000-$207,999)",433.885718,423.9426207,438.6221285,456.5760735,615.4438192,359.5931821,452.2580089,0.0,491.9788102,458.8362144,542.3197185,MELB - Middle,Greater Melbourne,Weekend
Y24H5760405,2023-24,2,Separate House,Fully Owned,1,2,August,Friday,Moonee Valley (C),80->84,80->84,80->84,"$800-$999 ($41,600-$51,999)",661.9908992,674.893248,722.2194109,645.5027025,0.0,853.6240808,679.376783,719.412861,787.4942987,981.7190595,653.6461872,MELB - Inner,Greater Melbourne,Weekday
Y24H5760406,2023-24,4,Terrace or Townhouse,Being Rented,4,2,August,Saturday,Moonee Valley (C),5->9,30->34,55->59,"$2,000-$2,499 ($104,000-$129,999)",571.535367,565.2310708,568.8264663,571.0852448,0.0,739.0356511,533.5230255,648.637568,801.720615,919.6753007,596.6220538,MELB - Inner,Greater Melbourne,Weekend
Y24H5760407,2023-24,2,Separate House,Being Rented,1,1,August,Sunday,Moonee Valley (C),35->39,35->39,40->44,"$3,000-$3,499 ($156,000-$181,999)",480.5935612,453.2702251,461.8154,492.7239542,0.0,604.0558336,476.6334368,476.0705037,674.7422827,726.5071881,495.3616594,MELB - Inner,Greater Melbourne,Weekend
Y24H5760409,2023-24,1,"Unit, Flat or Apartment",Being Purchased,0,1,August,Tuesday,Moonee Valley (C),45->49,45->49,45->49,"$2,500-$2,999 ($130,000-$155,999)",540.2432079,558.3976931,546.3329646,534.2740164,0.0,643.825871,546.0801343,504.6476136,831.6359255,831.4844125,514.1247718,MELB - Inner,Greater Melbourne,Weekday
Y24H5760411,2023-24,1,"Unit, Flat or Apartment",Fully Owned,0,1,August,Thursday,Moonee Valley (C),75->79,75->79,75->79,"$800-$999 ($41,600-$51,999)",518.0150553,528.8387766,545.7382202,522.6479567,0.0,607.0278654,532.0955138,482.8153247,739.1313271,788.6699414,492.1807627,MELB - Inner,Greater Melbourne,Weekday
Y24H5760412,2023-24,1,Terrace or Townhouse,Fully Owned,2,1,August,Friday,Moonee Valley (C),80->84,80->84,80->84,"$650-$799 ($33,800-$41,599)",553.4310531,565.2720146,583.6558945,553.4839381,0.0,671.8673494,573.2533391,509.6378361,799.3404963,851.6484827,513.6586129,MELB - Inner,Greater Melbourne,Weekday
Y24H5760413,2023-24,3,Separate House,Being Rented,2,1,August,Saturday,Moonee Valley (C),10->14,20->24,40->44,"$3,500-$3,999 ($182,000-$207,999)",371.9298138,385.4138294,304.4946096,383.694243,0.0,646.6184521,354.871761,341.7598449,512.3903363,544.2340443,393.9067927,MELB - Inner,Greater Melbourne,Weekend
Y24H5760414,2023-24,3,Terrace or Townhouse,Being Rented,3,1,August,Sunday,Moonee Valley (C),15->19,25->29,50->54,"$1,250-$1,499 ($65,000-$77,999)",396.6373667,403.1660379,324.9624072,403.3249946,0.0,654.7488123,378.5528536,367.3144403,533.4661027,574.2188769,445.1499342,MELB - Inner,Greater Melbourne,Weekend
Y24H5760417,2023-24,2,Separate House,Fully Owned,0,1,August,Wednesday,Moonee Valley (C),65->69,70->74,70->74,"$2,500-$2,999 ($130,000-$155,999)",440.780463,432.2995053,414.5898747,457.7380935,0.0,575.6094149,454.6549158,425.5168938,627.214082,664.761275,424.3923511,MELB - Inner,Greater Melbourne,Weekday
Y24H5760420,2023-24,1,"Unit, Flat or Apartment",Occupied Rent-Free,0,1,August,Saturday,Moonee Valley (C),65->69,65->69,65->69,"$2,500-$2,999 ($130,000-$155,999)",555.2629595,565.5120958,581.9028647,569.279345,0.0,677.8369724,561.1436207,505.8767143,820.8412904,875.4293499,523.4114728,MELB - Inner,Greater Melbourne,Weekend
Y24H5760424,2023-24,4,Separate House,Being Rented,2,2,August,Wednesday,Moonee Valley (C),0->4,20->24,45->49,"$1,750-$1,999 ($91,000-$103,999)",956.4334057,1023.238669,1007.301787,906.6801707,0.0,922.8502617,954.7369161,1191.32185,997.6769612,898.1032784,1363.590555,MELB - Middle,Greater Melbourne,Weekday
Y24H5760425,2023-24,2,Separate House,Fully Owned,0,3,August,Thursday,Moonee Valley (C),60->64,60->64,65->69,"$1,500-$1,749 ($78,000-$90,999)",1020.845349,1110.727674,1094.520762,933.9915488,0.0,1031.475522,1052.260352,1561.679032,982.0652235,1033.726071,1353.554589,MELB - Middle,Greater Melbourne,Weekday
